locus_tag,gene,COG Class,COG category,prophage gene,strand,frame,start,stop,regulation,product,BKE#,RF_ErmR_LB37oC,nRF_ErmR_LB16oC,nRF_ErmR_glucose complete,nRF_ErmR_glucose+NH4+,nRF_ErmR_LB52oC,nRF_ErmR_LB22oC,nRF_ErmR_MC,nRF_ErmR_competence medium,nRF_ErmR_glucose+glutamine,nRF_ErmR_glucose+glutamate,nRF_ErmR_glucose+ornithine,nRF_ErmR_glucose+adenine,nRF_ErmR_glucose+malate+NH4+,nRF_ErmR_malate+NH4+,nRF_ErmR_pyruvate+NH4+,nRF_ErmR_fructose+NH4+,nRF_ErmR_glycerol+NH4+,nRF_ErmR_gluconate+NH4+,nRF_ErmR_succinate+glutamate,nRF_ErmR_glucose+nitrate,BKK#,RF_KanR_LB37oC,nRF_KanR_LB16oC,nRF_KanR_glucose complete,nRF_KanR_glucose+NH4+,nRF_KanR_LB52oC,nRF_KanR_LB22oC,nRF_KanR_glucose+glutamine,nRF_KanR_glucose+glutamate,nRF_KanR_glucose+ornithine,nRF_KanR_glucose+adenine,nRF_KanR_glucose+malate+NH4+,nRF_KanR_malate+NH4+,nRF_KanR_pyruvate+NH4+,nRF_KanR_fructose+NH4+,nRF_KanR_glycerol+NH4+,nRF_KanR_gluconate+NH4+,nRF_KanR_succinate+glutamate,nRF_KanR_glucose+nitrate
BSU04690,rsbT,T,signal transduction mechanisms , ,leading,1,520606,521007,..,switch protein/serine-threonine kinase; controls the activity of the piezosome (stressosome),BKE04690,1.012566414,1.339462153,1.038399028,1.001572787,0.929194313,1.048657185,1.003975686,0.915945872,1.149559075,0.968100809,1.082021327,1.075826888,0.906694177,0.945950969,1.102546497,1.093281054,1.00390189,0.943969376,1.125799315,1.167771972,BKK04690,0.93385528,1.134177365,0.913084626,1.060158399,1.01027448,1.176158098,1.037343603,1.033305526,1.162852812,1.046753345,1.03504066,0.997447222,0.983979303,1.111956189,1.180909719,0.988353295,1.103007694,1.043879886
BSU04700,rsbU,T,signal transduction mechanisms , ,leading,1,521019,522026,..,serine phosphatase; controls the activity of the piezosome (stressosome),BKE04700,0.96748492,1.129252405,1.037160629,0.975553788,0.963431587,1.032165958,0.966980099,0.936313054,1.081666789,1.058605478,1.030689118,0.966054117,0.975382253,0.980345398,1.021612466,1.031857067,0.372403508,0.961186131,1.023640712,1.121108491,BKK04700,0.917463455,0.950404986,0.98015878,1.057835609,1.075857932,1.143962397,1.093711265,1.088520761,1.118290711,1.078750613,0.923110057,0.975810799,1.048703633,0.998308433,1.153441876,0.96201378,1.11354534,1.119547472
BSU04710,rsbV,T,signal transduction mechanisms , ,leading,1,522088,522417,CcpA_repress.SigB.,anti-anti-sigma factor (antagonist of RsbW),BKE04710,0.914068945,1.033961225,0.93314699,1.018389584,1.015255847,1.152847669,1.023076428,1.07416464,1.10569436,0.952328961,1.059429677,0.951469098,0.992438338,1.026603766,1.042953005,1.05148131,0.715084129,1.150421694,1.132216557,1.101272542,BKK04710,0.912718725,1.043493147,0.963235579,1.230010315,0.590125124,1.104749351,1.029834884,1.055248662,0.936824893,1.292470162,0.959699758,1.169709831,1.00060658,1.209710778,1.03951806,0.922319798,1.084232045,1.005640887
BSU04720,rsbW,T,signal transduction mechanisms , ,leading,1,522414,522896,CcpA_repress.SigB.,switch protein/serine kinase and anti-sigma factor (inhibitory sigma-B binding protein),BKE04720,0.956963185,1.002141118,1.02219839,0.26349542,0.838499308,0.838305255,0.752689548,0.961342799,0.80463687,0.505353723,0.61866258,0.533070912,0.466393033,0.208654185,0,0.614946581,0.354259919,0.738529035,0.301589178,0.293028661,BKK04720,0.917396186,0.846569656,0.977347929,0.686392445,0.869341955,0.758902414,0.954826977,0.828242061,0.955746073,0.875392007,0.807276972,0.545201405,0.319003575,0.625725091,0.387361875,0.223542938,0.247395533,0.517879855
BSU04730,sigB,K,transcription, ,leading,1,522862,523650,CcpA_repress.SigB.,RNA polymerase sigma-37 factor (sigma(B)),BKE04730,0.919946625,1.550322034,1.048119865,0.927699711,1.099348116,1.404328048,1.030916224,1.223892025,0.718918127,1.384428812,0.883528581,0.866294792,1.176604623,1.100951521,1.000201816,1.049249967,0.32373351,1.058973342,0.989911434,0.834832307,BKK04730,1.010637923,0.956006491,0.951824531,0.88746109,1.201167545,0.75649953,0.924754667,0.934291304,0.777823826,1.05711305,0.94810652,0.89192467,1.064711243,1.065215901,0.990901152,0.915963056,0.935756187,1.314168121
BSU04740,rsbX,T,signal transduction mechanisms , ,leading,1,523650,524249,CcpA_repress.SigB.,serine phosphatase,BKE04740,0.935670123,0.863085979,1.02686163,1.317588867,1.04825405,0.938944958,0.979737819,0.99945862,1.109109312,1.085091473,1.041946384,1.201685969,1.360582474,1.358258682,0.947424512,1.28585182,1.433116855,1.534596905,0.98203758,1.091616653,BKK04740,1.068302254,0.831894517,0.919378176,0.928697696,0.998761282,0.908976548,0.90393179,0.956852898,0.998700152,1.037523134,1.026380419,0.937939175,1.101019513,1.146957347,1.119654979,1.109198632,0.944456765,1.255483421
BSU04750,ydcF,,, ,leading,1,524492,524785,..,hypothetical protein,BKE04750,0.881730604,0.953955221,1.032512423,1.078154641,1.052755026,1.261106301,0.979474221,0.910804879,0.923686022,0.961041013,0.926004587,1.256952381,1.095731348,1.015388355,1.203053582,1.072062635,0.917233762,1.240241407,1.129169201,1.176594518,BKK04750,0.914283093,0.989515046,0.942684495,1.105526736,1.086084779,1.108649717,0.944395957,1.139791934,1.063430425,1.297887906,1.060231187,0.928106043,1.062135702,1.211415666,1.269082516,1.171249354,1.03046808,1.768884779
BSU04760,ydcG,,, ,leading,1,524782,525222,..,conserved hypothetical protein,BKE04760,0.924790012,0.969578052,0.985405064,1.050731984,1.062806626,1.090151868,1.051948066,1.048463001,1.060261397,1.005576482,1.039727153,1.135467571,0.995575177,1.04514877,1.184774863,1.115177585,0.585587629,1.168045381,1.16282695,1.168246011,BKK04760,0.950148501,0.985266776,0.973923892,1.112900549,1.031903093,1.058487668,0.973056495,1.11209231,1.090111165,1.011516358,0.991867703,1.002833767,1.121913776,1.119487607,1.15293185,1.174170158,1.055226311,1.092614967
BSU04770,ydcH,K,transcription, ,leading,1,525206,525649,..,putative transcriptional regulator,BKE04770,0.955616054,1.163036841,1.023364323,1.08228576,1.10408492,1.143724706,1.063507635,1.143824714,1.080340103,1.132069431,1.116811152,1.130672226,1.06622213,1.062962172,1.164316012,1.099829542,0.86736573,1.195047378,1.201473177,1.067994717,BKK04770,0.942033841,0.914221596,1.008080275,1.210713806,1.154666862,1.047523232,1.064841938,1.117122947,1.126796732,1.07185707,1.015026221,1.175013749,1.008020947,1.012004268,1.073870028,0.965105581,1.137418778,1.025248118
BSU04780,ydcI,K,transcription, ,leading,1,525743,527902,..,putative RNA helicase,BKE04780,0.939453044,1.033608322,1.007762696,1.004462059,0.985150192,0.989499355,0.996333874,1.053338344,1.096925689,1.080517714,1.027955128,1.010169141,1.009683449,1.035786812,1.035374228,1.025841288,0.437528588,1.017185846,1.120424534,1.148719275,BKK04780,0.953880461,0.963975708,0.934682025,1.172416679,1.029942504,1.148673993,1.108690807,1.111902179,1.273236026,1.141162901,1.057634909,1.125620716,1.000564138,1.113674993,1.171703145,0.99890943,1.119851611,0.567517741
BSU04790,ydcK,S,function unknown, ,leading,1,528129,528581,..,conserved hypothetical protein,BKE04790,0.992311997,0.981950083,0.996160244,0.995980791,0.98824301,0.874501909,0.872757198,1.022555847,0.932519601,0.684103605,0.88153988,0.847264636,0.983481335,0.955732347,0.919133359,0.918938932,0.65441733,0.988902209,1.023725244,0.916923202,BKK04790,0.85904364,1.094173928,0.934968949,1.180337229,1.081358535,1.106932882,1.137910539,1.183648864,0.979893037,1.263089875,1.122245487,1.283270961,1.069693069,1.183411039,1.101304311,1.001591858,1.111724481,1.108914366
BSU04800,ydcL,L,"replication, recombination and repair", ,lagging,-1,529505,530611,..,putative phage integrase,BKE04800,1.009263731,1.146264598,0.978356687,1.020697455,1.02624487,1.040197913,0.916632877,0.962533931,1.151563071,1.210658908,1.023308723,1.189710198,0.987630782,1.018468927,1.037704089,1.09376105,1.212695843,1.026057066,1.117814416,1.028608301,BKK04800,0.922719455,1.012134847,0.96818401,1.115151819,0.997301968,1.131737936,1.09713197,1.186701482,1.221412279,1.282961966,1.027546273,0.999205978,1.140836561,1.192738888,1.197837348,1.048765513,1.138799858,1.20550999
BSU04810,immA,E,amino acid transport and metabolism , ,lagging,-1,530624,531133,..,site-specific protease cleaving ImmR,BKE04810,0.966303938,1.105746956,1.061610054,1.045327015,1.04651334,1.149765377,1.026193362,1.077935568,0.99782006,1.038791633,1.028211706,0.836382275,1.146743927,1.131882414,0.915642899,1.020792612,0.514738849,1.462499988,0.994220551,0.963595473,BKK04810,0.884743392,1.153158518,0.929297146,1.09330908,1.258854343,0.986902375,1.024876932,1.103722241,0.953036186,1.456459405,1.192498749,1.228200492,1.216527683,1.070692985,1.070478359,1.20999093,1.176400953,1.389365061
BSU04820,immR,K,transcription, ,lagging,-1,531130,531513,..,phage element (ICEBs1)transcriptional regulator (Xre family),BKE04820,1.12664077,1.477483141,1.248155883,0.95361479,1.085954804,1.522661821,1.014605927,1.193301199,0.674092308,1.046175679,0.724088557,0.738072473,1.033788327,0.914616106,0.868809563,0.933924301,1.008406337,0.837536637,0.879239415,0.710441922,BKK04820,1.063068098,0.654893444,0.970929133,0.971426295,1.055549959,0.853006828,0.903497908,1.030584625,0.905277315,0.986304272,0.942017856,0.889436354,1.171083687,1.051060333,0.999007251,1.041189127,0.953311455,1.429755635
BSU04830,sacV,,, ,leading,1,531787,531981,ImmR_repress.,transcriptional regulator,BKE04830,0.989492274,0.892926883,1.239780913,1.390424951,1.181451609,1.246129906,1.392270992,1.37483788,1.03630516,1.58373116,0.914011564,1.126823524,2.191897756,1.575716285,1.309431541,2.312265133,0.550460164,2.37491677,1.205332132,1.441185875,BKK04830,1.252879231,0.362169644,1.10792266,1.269754001,0.983166075,0.48932229,0.936043987,1.110153256,0.886012937,1.116915703,1.609617686,1.419702146,1.351976562,1.296789857,1.040894331,1.283676613,0.916576413,2.018384531
BSU04839,ydzL,,, ,leading,1,531978,532238,..,conserved hypothetical protein,BKE04839,0.859369893,1.127336614,1.028836664,1.1478759,1.214879189,1.612202265,1.122081589,1.377545954,1.089310025,1.349092555,1.091232809,1.255814399,1.302553412,1.131383365,1.137060882,1.223787455,1.085855961,1.436143159,1.143896426,1.179710987,BKK04839,0.915308425,0.979693233,0.978335322,1.171714165,1.054632494,1.121519367,1.111384572,1.100650647,1.07363629,1.312083262,1.085876869,1.117556462,1.274342711,1.302874094,1.178646407,1.267582316,1.091428884,1.484613359
BSU04840,ydcO,,, ,leading,1,532292,532552,..,hypothetical protein; mobile element region,BKE04840,1.12209524,1.071815636,1.115913611,1.182075804,1.136860405,0.920434136,0.959755271,0.969812938,1.123565882,0.93462864,1.098513733,1.100117554,1.200944833,1.183865907,1.249538989,1.012747318,1.366164643,0.905618993,1.091308378,1.247980391,BKK04840,0.959077577,0.960110054,1.07690252,1.334247851,1.112443166,0.914230851,1.034336859,1.183818893,1.029993464,1.576724269,1.300189877,1.184326647,1.211250074,1.166374072,1.158196163,1.025951445,1.124750347,1.212300787
BSU04850,ydcP,,, ,leading,1,532922,533302,..,conserved hypothetical protein; mobile element region,BKE04850,1.19461493,0.690593551,0.915687669,0.682443422,0.809200047,0.593715597,0.760183617,0.80799175,0.895349887,0.831096362,0.905078339,0.844208302,0.856192044,0.937637666,0.918880005,0.690218998,0.920880858,0.790779145,0.856045494,0.941477731,BKK04850,1.032028801,1.255143129,1.069649445,0.943020339,0.943498696,1.123386545,1.000626985,1.001843031,1.006128087,1.215717655,1.117348472,0.95302452,1.054641741,1.074927584,1.148383786,1.038564816,1.009122523,1.071800423
BSU04860,ydcQ,D,"cell cycle control, cell division, chromosome partitioning", ,leading,1,533338,534780,..,putative DNA wielding protein; mobile element region,BKE04860,0.97083968,0.966807003,1.011779006,0.971049103,0.960909638,1.169099059,0.90916416,0.99188601,0.934969375,0.993473715,0.923950518,0.962405376,1.007960108,0.994126415,0.915997285,0.985286983,0.305891265,0.995034718,1.015594314,0.957927285,BKK04860,0.962275497,1.06526815,0.916579091,1.060119092,1.130796786,0.887480343,1.015794646,1.045207253,1.000448043,1.005631182,0.958391459,0.993528399,1.111770373,1.090237101,1.060214242,1.142392229,0.980129584,1.144815115
BSU04870,ydcR,L,"replication, recombination and repair", ,leading,1,534773,535831,..,putative replication protein; mobile element region,BKE04870,0.886892281,1.044037237,0.981083617,1.153978341,1.11680567,0.932609286,1.068858871,1.059392987,1.355765829,1.276860669,1.229492636,1.311380621,1.041999637,0.995629762,1.239681056,1.151313962,1.000209903,1.227994267,1.198763757,1.150479093,BKK04870,0.896713812,0.957249093,0.897215541,1.066741653,1.198220228,0.892181708,1.107604626,1.110032524,1.05853599,1.118433555,0.978060065,0.877564564,0.985255689,1.100942551,1.115257411,0.978758908,0.997687532,1.062515569
BSU04880,ydcS,,, ,leading,1,536096,536365,..,conserved hypothetical protein; mobile element region,BKE04880,1.050898421,0.946129442,0.948601753,0.92607418,0.900925831,0.944151527,0.847687159,0.928676891,0.857568588,0.870261191,0.873262984,0.870985262,0.847524759,0.837623873,0.906223378,0.894651576,1.392457941,0.78473748,0.909583976,0.884586032,BKK04880,0.970694884,0.967255777,0.901573674,1.049557599,1.104854041,0.992953519,1.019870611,0.990146974,1.074138319,1.056563596,0.959261545,0.983134938,1.01136872,1.136752205,1.00930896,1.026385274,0.903797173,1.114024673
BSU04890,ydcT,,, ,leading,1,536404,536670,..,conserved hypothetical protein; mobile element region,BKE04890,0.978172858,1.06297501,1.03755963,1.084430505,1.052045066,1.100789088,1.013949423,1.066232097,0.973225096,0.867777249,1.000115192,1.011834594,1.136973947,1.08427265,1.003206845,1.079268367,0.364748943,1.049107572,1.144680719,1.103542985,BKK04890,1.101561932,0.954142882,0.951291406,0.960156671,1.091915035,1.012975251,1.030040404,0.974100921,1.005900823,1.217823135,0.988069655,1.016848301,0.963590242,0.995231366,0.987539152,1.033200769,0.928912657,1.053452407
BSU04900,yddA,,, ,leading,1,536687,536995,..,conserved hypothetical protein; mobile element region,BKE04900,1.039002369,0.989876961,1.008386446,0.973717127,1.026051716,0.987225972,0.91203721,1.098811933,0.887859964,0.830271062,0.92979936,0.740600024,1.009522081,0.906313098,0.912121493,0.956642658,1.316796641,0.955571451,1.001363763,0.894527238,BKK04900,0.960384411,0.96567311,0.954864821,1.065754184,1.12456626,1.025187358,0.959604146,1.039304173,0.817593855,1.313019624,1.142800816,1.26502321,1.007701519,1.101743111,1.054153758,0.960102579,0.962587622,1.169572349
BSU04910,yddB,,, ,leading,1,536985,538049,..,conserved hypothetical protein; mobile element region,BKE04910,0.965803755,0.998779506,0.93606526,1.071642691,0.996117431,1.111540201,1.01569942,0.897036186,1.13343703,0.86648376,1.05560914,1.045558763,0.982189558,1.041644955,1.094582198,1.124007336,0.911018223,1.077862454,1.104476072,1.025001768,BKK04910,0.91134067,0.976668128,0.93723943,1.240538667,1.113337108,0.971813973,1.243360521,1.196162016,1.147927139,1.104916029,1.125200654,1.33079241,1.193858785,1.264337045,1.18126451,1.119075025,1.235067549,1.21152424
BSU04920,yddC,,, ,leading,1,538061,538309,..,conserved hypothetical protein,BKE04920,0.901887656,1.261542638,0.949349275,1.137694553,1.021558096,1.10289469,0.952768785,0.974180444,1.144848181,0.932052302,1.065867001,1.103850709,1.143215275,1.067079733,1.091413757,1.123261036,1.199986845,1.076981795,1.112197338,1.030718835,BKK04920,0.993152377,0.878960798,0.939316188,1.138816801,1.079442186,0.865440131,1.086933974,1.064244038,1.130994864,1.038709589,1.049103344,1.083620226,1.160707914,1.20030168,1.095389904,1.051993637,1.083838323,1.234271254
BSU04930,yddD,,, ,leading,1,538322,538846,..,hypothetical protein; mobile element region,BKE04930,1.059872464,1.015455255,1.024203337,0.972415506,1.021428952,0.951067291,1.059798364,1.076255826,0.812056845,0.87686727,0.925864701,0.864932982,0.94091302,0.935111276,0.995620434,0.8123405,0.68473391,0.944392368,0.923373466,0.835352686,BKK04930,1.20134757,0.794348578,1.121298818,0.906401599,1.246861647,0.709032031,0.843696651,0.712454417,0.573221969,1.145549203,0.987161399,1.07660506,0.967341579,1.040270875,0.846999427,0.7935389,0.832099659,1.098923257
BSU04940,yddE,,, ,leading,1,538734,541229,..,conserved hypothetical protein,BKE04940,1.138535899,0.750418208,1.159252715,1.013048481,0.944530585,1.031600345,1.162278063,1.012704758,0.841575715,0.796649174,0.930376093,0.857672079,0.935382485,0.964978649,0.862563262,0.837122299,0.671994655,0.941132567,0.844118634,0.781080138,BKK04940,1.247979133,0.798536519,1.201966161,1.073095991,1.091974545,0.696956132,0.938496906,0.825545552,0.903672511,1.069386154,1.083713105,1.11735323,1.012626593,1.101775279,0.927956263,0.936110565,0.878735738,1.135945659
BSU04950,yddF,,, ,leading,1,541248,541574,..,conserved hypothetical protein; mobile element region,BKE04950,1.187044962,0.922986796,1.144528442,0.909933505,0.940973534,1.064936788,1.003852164,1.035367095,0.867944945,0.933764392,0.916061843,0.855255497,0.914538844,0.975987127,0.863685422,0.880981943,0.324037662,0.943798399,0.863807792,0.911920088,BKK04950,1.292456866,0.766759771,1.252855306,1.017250712,0.941266358,0.774310825,0.931060956,0.841147339,0.912328371,1.059814736,0.916861351,0.996020986,1.026050246,1.022327284,0.927320542,0.898392787,0.837986702,1.103808182
BSU04960,yddG,,, ,leading,1,541578,544025,..,conserved hypothetical protein; mobile element region,BKE04960,0.958366153,1.06824404,0.993053726,0.999430627,1.026297176,0.930570299,0.961571422,0.886535907,1.016959979,0.996007479,1.015240759,1.032144412,0.924508944,1.02302388,1.02226286,1.037666661,0.854385587,0.972034217,1.044868113,1.119201589,BKK04960,0.875151779,1.032877177,0.923575312,1.270755212,1.274165049,1.212111369,1.132399404,1.174129235,1.141271819,1.205237513,1.116212732,1.138176621,1.165935644,1.249189487,1.280168148,1.175555865,1.282835308,1.05437178
BSU04970,yddH,M,cell wall/membrane/envelope biogenesis, ,leading,1,544022,545011,..,two-domain autolysin with N-acetylmuramidase and DL-endopeptidase activity; mobile element region,BKE04970,0.974575224,1.209792649,1.113753417,1.059882216,0.888041407,1.006334693,0.935903592,1.120011037,0.739156716,0.970920254,0.811422719,0.70189221,1.099906569,0.981471666,0.920445454,1.09114353,0.29654242,0.970851908,0.817779904,1.007982957,BKK04970,1.068115995,0.751338119,1.048403311,0.952298532,0.992057936,0.726333735,0.943420036,0.89584984,0.908385999,0.821286268,0.834463976,0.953641941,0.910084433,0.871125882,0.865541072,0.987808873,0.888387251,1.038468764
BSU04980,yddI,,, ,leading,1,545026,545532,..,conserved hypothetical protein; mobile element region,BKE04980,1.159472235,0.809185023,1.078933327,0.87608493,0.969880227,0.811296233,0.875019144,0.860220492,0.959797136,0.887272705,0.910154796,1.153767116,0.930146119,1.003837766,0.948326115,0.882016018,0.921828616,0.797436404,0.937400709,1.071311569,BKK04980,1.047424303,1.154423528,0.98276433,0.925277221,0.966272756,1.046767883,1.07388031,0.967000507,1.070651288,1.190706321,0.993988279,0.986084668,1.02497319,1.076246273,1.024034053,0.994625501,0.995118835,0.950765632
BSU04990,yddJ,,, ,leading,1,545595,545975,AbrB_repress.,putative lipoprotein,BKE04990,1.068855401,0.646038704,0.981191453,0.966429036,1.038686444,0.924295434,1.036463433,1.055432552,1.113151286,1.085514939,1.019724226,1.118222879,1.03186833,1.089092987,1.044027867,0.979727991,1.092833433,1.024681244,1.081954994,1.09532485,BKK04990,0.839534069,0.92700127,0.957509034,1.216078382,1.157689019,1.006497741,1.206710392,1.172669555,1.145313169,1.272622327,1.149705629,1.324458471,1.231837985,1.3637718,1.308435915,1.215664622,1.172005252,1.142963118
BSU05000,yddK,,, ,lagging,-1,546166,546966,..,conserved hypothetical protein; mobile element region,BKE05000,1.06908813,0.808435772,0.985776586,0.927110162,0.950204442,0.781687176,0.970593284,0.890905929,0.947962834,1.000274204,0.956676418,0.937660191,0.97210671,1.043860023,0.93169515,1.006316898,1.120983742,0.966392263,1.048835527,1.031292595,BKK05000,0.979368185,1.058889168,0.913392495,1.076013265,1.022970431,0.952241871,0.996644405,1.046956966,1.026668558,0.98507347,1.139871124,1.082764609,1.075322039,1.174647381,1.112010467,1.085223891,1.113028618,1.005118163
